Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z,label
73.82266058586538,18.501627040095627,0.0,0.0,18-45-12,0.046402127,-0.13717842,-0.28293374,352.0,-0.03630576,-0.008226318,-0.0234165,0
73.82266058586538,18.501627040095627,0.0,0.0,18-45-12,-0.045288101500000004,0.11403179000000001,-0.08702245249999999,352.0,-0.00026470849999999865,-0.008837184,-0.006923139,0
73.82266058586538,18.501627040095627,0.0,0.0,18-45-13,-0.04531037866666667,0.04157447666666667,-0.236343235,352.0,-0.0041335213333333325,-0.015149458,-0.003461569333333333,0
73.82266058586538,18.501627040095627,0.0,0.0,18-45-13,0.026539563499999995,0.049371002500000004,-0.26485650125,352.0,-0.007595091,-0.0106697795,-0.0038688125,0
73.82266058586538,18.501627040095627,0.0,0.0,18-45-13,-0.024815071200000004,0.0418497072,-0.310702141,352.0,-0.0038077263999999993,-0.0078597994,-0.0017918711999999996,0
73.82266058586538,18.501627040095627,0.0,0.0,18-45-13,-0.017607862600000006,0.0693149912,-0.25976795779999995,352.0,-0.002219476399999999,-0.0055385116,0.0028506288000000003,0
73.82266058586538,18.501627040095627,0.0,0.0,18-45-13,-0.0014855151999999996,0.018075787200000002,-0.3799264848,352.0,-0.0008755734000000001,-0.0037059016,0.004194532400000001,0
73.82266058586538,18.501627040095627,0.0,0.0,18-45-13,0.045347147399999996,0.027771794199999998,-0.38031742479999997,352.0,0.001567856,0.0025249238,0.0033394184,0
73.82266058586538,18.501627040095627,0.0,0.0,18-45-13,-0.05338201659999999,0.0900167822,-0.21014650479999997,352.0,0.0046221822,0.0020362726,0.0013846493999999997,0
73.82266058586538,18.501627040095627,0.0,0.0,18-45-13,0.008597933399999997,0.160901297,-0.16392951879999998,352.0,-0.0025860282,0.0028914839999999997,0.0005294381999999997,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-13,-0.07840574460000001,0.1777334218,-0.139093998,352.0,0.0037669706,0.0008145422,0.0005294381999999997,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-13,-0.006789086,0.21409950579999998,-0.05692880679999999,352.0,-0.0036855849999999995,-0.0034615283999999994,-0.0006922922000000005,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,-0.08439004800000001,0.22886791560000003,-0.046272854799999985,352.0,0.0013235416000000008,-0.00016285599999999942,-0.0035023696000000006,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,0.02105761799999999,0.2078475976,-0.1736032348,352.0,0.0005905034000000007,-0.0030950501999999994,-0.0022806394000000002,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,-0.05969347400000001,0.15156002159999998,-0.05798913079999997,352.0,0.001323542400000001,-0.0017511467999999988,-0.006923214999999999,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,0.043270115999999983,0.1851629268,-0.09693372079999998,352.0,0.0034004842,-0.003950261799999999,-0.0036244670000000006,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,0.035302503999999985,0.1411027896,0.02467454800000003,352.0,-0.0019751298000000002,0.002891428800000001,-0.006312274400000001,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,0.08280102859999998,0.1429796206,-0.0002620939999999683,352.0,-0.007350743999999999,-0.0050498194,-0.0019140450000000003,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,0.02268106259999999,0.10624351459999999,0.04658558200000002,352.0,-0.011748974,0.0013031792000000003,-0.004601851999999999,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,0.05407729659999999,0.1048423766,-0.04305085199999999,352.0,-0.0035633798,-0.007493280399999999,0.0030950503999999995,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,0.047720468599999996,0.0723787306,-0.025926812999999983,352.0,-0.0123598396,-0.0030950506,0.0006515893999999996,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-14,-0.025694643400000005,0.1409193038,-0.017568041,352.0,-2.0361600000000368e-05,-0.0056606706,0.004927645999999999,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-15,-0.016922735200000007,0.194023132,0.08792881300000002,352.0,-0.0005090538000000003,-0.0007737486,0.0032172235999999993,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-15,-0.03666380520000001,0.15328178399999998,-0.038360416999999966,352.0,0.0031561377999999992,-0.0037059018,0.0049276462,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-15,0.029776944799999993,0.1554969788,-0.12198224099999996,352.0,-0.0024638224,-0.0028506902,0.0011402814,0
73.82266041822731,18.50162720773369,0.0,0.025645396,18-45-15,0.06443579279999999,0.17715511479999999,-0.12977941659999997,352.0,-0.0020973031999999996,-0.0006515752000000003,-0.0025249102,0
