Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z,label,Speed_Change,Direction_Change,Time_Change,Acceleration_Rate,Braking_Intensity,Acc_Magnitude,Jerk,Cumulative_Distance,Speed_Variance
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:12,0.046402127,-0.13717842,-0.28293374,352,-0.03630576,-0.008226318,-0.0234165,0,,0.0,0.0,,0.0,0.31784049070911047,,0.0,
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:12,-0.13697833,0.365242,0.108888835,352,0.035776343,-0.00944805,0.009570222,0,0.0,0.0,0.0,,0.0,0.40499575286815803,inf,0.0,
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:13,-0.045354933,-0.10334015,-0.5349848,352,-0.011871147,-0.027774006,0.00346157,0,0.0,0.0,1.0,0.0,0.0,0.5467586238739148,0.1417628710057568,0.0,
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:13,0.24208939,0.07276058,-0.3503963,352,-0.0179798,0.002769256,-0.005090542,0,0.0,0.0,0.0,,0.0,0.43206358537395684,-inf,0.0,
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:13,-0.23023361,0.011764526,-0.4940847,352,0.011341732,0.003380121,0.006515894,0,0.0,0.0,0.0,,0.0,0.545220698451303,inf,0.0,0.0
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:13,0.08243817,0.000148,-0.028262824,352,-0.02836451,0.003380121,-0.000204,0,0.0,0.0,0.0,,0.0,0.0871484996853295,-inf,0.0,0.0
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:13,-0.056366593,0.10904598,-0.4919038,352,0.042495858,-0.000285,0.01628974,0,0.0,0.0,0.0,,0.0,0.5069887247415154,inf,0.0,0.0
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:13,0.18880838,-0.054860115,-0.5369395,352,0.000346,0.003380121,-0.000814,0,0.0,0.0,0.0,,0.0,0.571806141306901,inf,0.0,0.0
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:13,-0.25155643,0.38398552,0.5004583,352,-0.002708169,0.000326,-0.014864387,0,0.0,0.0,0.0,,0.0,0.6791053136906715,inf,0.0,0.0
73.82266059,18.50162704,0.0,0.0,1900-01-01 18:45:13,0.07966614,0.3661871,-0.26299977,352,-0.02469932,0.007656178,0.002239838,0,0.0,0.0,0.0,,0.0,0.4578302797860387,-inf,0.0,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:13,-0.35258022,0.084308624,0.09591478,352,0.003400484,-0.007004588,-0.000204,0,0.0,0.0,0.0,,0.0,0.3749938674678163,-inf,0.025645396,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:13,0.3017167,0.2908764,-0.081077844,352,0.00523308,-0.021665353,0.010181088,0,0.0,0.0,0.0,,0.0,0.42686726733674285,inf,0.051290792,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,-0.19919643,0.018981934,-0.48365974,352,0.025391633,0.019873483,-0.014864387,0,0.0,0.0,1.0,0.0,0.0,0.5234178786017849,0.09655061126504205,0.076936188,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,0.2756819,0.27888393,-0.1361936,352,-0.00637336,-0.014334971,-0.008755736,0,0.0,0.0,0.0,,0.0,0.41512101016548764,-inf,0.102581584,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,-0.32408932,0.08474922,0.31507075,352,-0.021034125,0.014375695,-0.02097304,0,0.0,0.0,0.0,,0.0,0.45987595624715294,inf,0.12822698,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,0.16223773,0.25232315,-0.09880817,352,0.013785193,-0.018000163,0.01628974,0,0.0,0.0,0.0,,0.0,0.315833987278482,-inf,0.15387237599999998,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,0.26187864,0.070575714,0.5269635,352,-0.02164499,0.0125431,-0.003257949,0,0.0,0.0,0.0,,0.0,0.5926650688433641,inf,0.17951777199999996,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,0.038296193,0.028366089,-0.60834295,352,-0.001486438,-0.019832758,0.00712676,0,0.0,0.0,0.0,,0.0,0.6102068323266724,inf,0.20516316799999995,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,-0.02491793,0.0952034,0.09804478,352,-0.02836451,0.017430022,-0.022194771,0,0.0,0.0,0.0,,0.0,0.1389149721674856,-inf,0.23080856399999994,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,-0.16710815,0.07774353,-0.13311142,352,0.019893846,-0.029606603,0.017511472,0,0.0,0.0,0.0,,0.0,0.2273495994887605,inf,0.2564539599999999,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,0.13045359,0.09000492,-0.013187975,352,-0.030197106,0.003990986,0.004072435,0,0.0,0.0,0.0,,0.0,0.15903756616817025,-inf,0.2820993559999999,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:14,-0.10519692,0.41327858,0.56875736,352,0.0400524,-0.000285,0.018122334,0,0.0,0.0,0.0,,0.0,0.7108800962317572,inf,0.3077447519999999,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,0.082155734,0.29388523,-0.08085868,352,-0.003929899,0.004601852,-0.001425352,0,0.0,0.0,1.0,0.0,0.0,0.31568373282856066,-0.3951963634031965,0.3333901479999999,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,-0.12362328,-0.10850334,-0.53340137,352,-0.010038552,0.002769256,-0.013642658,0,0.0,0.0,0.0,,0.0,0.5581869862931157,inf,0.3590355439999999,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,0.1650956,0.088819504,-0.55122054,352,-0.008205955,-0.025330545,-0.001425352,0,0.0,0.0,0.0,,0.0,0.5822280868766617,inf,0.38468093999999986,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,0.30374783,0.1982956,-0.052173853,352,-0.02836451,0.014986561,-0.014253523,0,0.0,0.0,0.0,,0.0,0.36647783036076614,-inf,0.41032633599999985,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,-0.10489917,0.5086937,0.7172341,352,-0.002708169,-0.027774006,0.017511472,0,0.0,0.0,0.0,,0.0,0.8855494737671007,inf,0.43597173199999983,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,-0.025553346,-0.062433243,-0.35601008,352,-0.03325143,-0.004561127,0.002850704,0,0.0,0.0,0.0,,0.0,0.36234522266051633,-inf,0.4616171279999998,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,-0.20906462,0.30960464,0.8464087,352,0.0400524,-0.002728531,0.010181088,0,0.0,0.0,0.0,,0.0,0.9251868653850227,inf,0.4872625239999998,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,0.2961942,0.4080057,0.37433657,352,-0.010649418,-0.003339397,-0.005090542,0,0.0,0.0,0.0,,0.0,0.6279550326141952,-inf,0.5129079199999999,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,-0.07172933,0.43070984,0.6535668,352,-0.002097303,0.000326,-0.014864387,0,0.0,0.0,0.0,,0.0,0.7860061228243165,inf,0.5385533159999999,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:15,0.22053897,0.53248024,-0.018536925,352,-0.013092878,0.014375695,-0.003868815,0,0.0,0.0,0.0,,0.0,0.5766422295215415,-inf,0.5641987119999999,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:16,-0.074118525,0.41080284,0.4842717,352,0.023559038,-0.014334971,0.00712676,0,0.0,0.0,1.0,0.0,0.0,0.6393524916046948,0.06271026208315322,0.589844108,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:16,-0.32017875,-0.000876,-0.3847604,352,0.004011349,-0.029606603,0.017511472,0,0.0,0.0,0.0,,0.0,0.5005554562041278,-inf,0.615489504,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:16,0.3366438,0.27698612,0.6558815,352,-0.027753644,-0.008837184,0.00346157,0,0.0,0.0,0.0,,0.0,0.7875473959028398,inf,0.6411349000000001,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:16,0.20544767,-0.1219759,-0.7402514,352,0.009509136,0.002158391,0.004683301,0,0.0,0.0,0.0,,0.0,0.7778553853327743,-inf,0.6667802960000001,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:16,0.18581736,-0.09549713,-0.6879712,352,-0.019201532,0.019262617,-0.026470827,0,0.0,0.0,0.0,,0.0,0.7189938561246866,-inf,0.6924256920000001,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:16,-0.21420127,0.056567192,-0.27275956,352,0.005843945,0.010099638,-0.01975131,0,0.0,0.0,0.0,,0.0,0.3513969391610738,-inf,0.7180710880000002,0.0
73.82266042,18.50162721,0.0,0.025645396,1900-01-01 18:45:16,-0.047365814,-0.060162544,-0.5503361,352,-0.013092878,0.001547525,-0.006923139,0,0.0,0.0,0.0,,0.0,0.5556373592547972,inf,0.7437164840000002,0.0
