Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z,label
73.82266059,18.50162704,0,0,18-45-12,0.046402127,-0.13717842,-0.28293374,352,-0.03630576,-0.008226318,-0.0234165,0
73.82266059,18.50162704,0,0,18-45-12,-0.13697833,0.365242,0.108888835,352,0.035776343,-0.00944805,0.009570222,0
73.82266059,18.50162704,0,0,18-45-13,-0.045354933,-0.10334015,-0.5349848,352,-0.011871147,-0.027774006,0.00346157,0
73.82266059,18.50162704,0,0,18-45-13,0.24208939,0.07276058,-0.3503963,352,-0.0179798,0.002769256,-0.005090542,0
73.82266059,18.50162704,0,0,18-45-13,-0.23023361,0.011764526,-0.4940847,352,0.011341732,0.003380121,0.006515894,0
73.82266059,18.50162704,0,0,18-45-13,0.08243817,0.000148,-0.028262824,352,-0.02836451,0.003380121,-0.000204,0
73.82266059,18.50162704,0,0,18-45-13,-0.056366593,0.10904598,-0.4919038,352,0.042495858,-0.000285,0.01628974,0
73.82266059,18.50162704,0,0,18-45-13,0.18880838,-0.054860115,-0.5369395,352,0.000346,0.003380121,-0.000814,0
73.82266059,18.50162704,0,0,18-45-13,-0.25155643,0.38398552,0.5004583,352,-0.002708169,0.000326,-0.014864387,0
73.82266059,18.50162704,0,0,18-45-13,0.07966614,0.3661871,-0.26299977,352,-0.02469932,0.007656178,0.002239838,0
73.82266042,18.50162721,0,0.025645396,18-45-13,-0.35258022,0.084308624,0.09591478,352,0.003400484,-0.007004588,-0.000204,0
73.82266042,18.50162721,0,0.025645396,18-45-13,0.3017167,0.2908764,-0.081077844,352,0.00523308,-0.021665353,0.010181088,0
73.82266042,18.50162721,0,0.025645396,18-45-14,-0.19919643,0.018981934,-0.48365974,352,0.025391633,0.019873483,-0.014864387,0
73.82266042,18.50162721,0,0.025645396,18-45-14,0.2756819,0.27888393,-0.1361936,352,-0.00637336,-0.014334971,-0.008755736,0
73.82266042,18.50162721,0,0.025645396,18-45-14,-0.32408932,0.08474922,0.31507075,352,-0.021034125,0.014375695,-0.02097304,0
73.82266042,18.50162721,0,0.025645396,18-45-14,0.16223773,0.25232315,-0.09880817,352,0.013785193,-0.018000163,0.01628974,0
73.82266042,18.50162721,0,0.025645396,18-45-14,0.26187864,0.070575714,0.5269635,352,-0.02164499,0.0125431,-0.003257949,0
